PUMFID,AGEGROUP,AGEGR_10,"When practicing recommended public health measures, which
source of information do you find the most helpful?","Which social media application do you use most often to discuss
topics about COVID-FacebookSina Weibo?
",BH_Filled prescriptions0A,BH_20B,BH_20C,BH_20D,BH_20E,BH_20F,BH_20G,BH_20H,BH_20I,BH_20J,BH_20K,BH_20L,BH_20M,"How concerned are you about each of the following impacts of
COVID-Not at all9?
My own health
","How concerned are you about each of the following impacts of
COVID-Not at all9?
Member of the household’s health","How concerned are you about each of the following impacts of
COVID-Not at all9?
Vulnerable people’s health","How concerned are you about each of the following impacts of
COVID-Not at all9?
Canadian population’s health","How concerned are you about each of the following impacts of
COVID-Not at all9?
World population’s health
","How concerned are you about each of the following impacts of
COVID-Not at all9?
Overloading the health system","How concerned are you about each of the following impacts of
COVID-Not at all9?
Civil disorder","How concerned are you about each of the following impacts of
COVID-Not at all9?
Maintaining social ties","How concerned are you about each of the following impacts of
COVID-Not at all9?
Ability to cooperate and support one another during the crisis","How concerned are you about each of the following impacts of
COVID-Not at all9?
Ability to cooperate and support one another after the crisis
","How concerned are you about each of the following impacts of
COVID-Not at all9?
Family stress from confinement","How concerned are you about each of the following impacts of
COVID-Not at all9?
Violence in the home","In the last week, how often did you do each of the following activities","In the last week, how often did you do each of the following activities?
Used a delivery service for groceries or for a drugstore
","In the last week, how often did you do each of the following activities?
Used a food delivery service for prepared food
","In the last week, how often did you do each of the following activities?
Ate at a restaurant","In the last week, how often did you do each of the following activities?
Attended a public event","In the last week, how often did you do each of the following activities?
Travelled for work",What is your gender?,"To what extent do you agree or disagree with the following
statement?
I might lose my main job or main self-employment income source in
the next four weeks.","Which of the following best describes the impact of COVID-Major impact9 on your
ability to meet financial obligations or essential needs, such as rent or
mortgage payments, utilities and groceries?
",PRURURB,PPROV,VERDATE
2121,7,4,Provincial daily announcements by public health and political leaders,Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,1,1,1,1,1,1,2,1,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Very,Very,Very,Very,Extremely,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Strongly agree,Moderate impact,1,ON,AUG
2122,10,6,"Family, friends or colleagues",Instagram,Stocked up on essentials at a grocery store or pharmacy,1,2,2,1,1,1,1,1,1,1,2,2,Very,Very,Very,Very,Very,Very,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Never,Never,Never,Never,Never,Never,Male,Not working at a job or business,No impact,2,AB,AUG
2123,6,4,Provincial daily announcements by public health and political leaders,Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,1,1,1,1,1,1,1,2,1,2,Very,Very,Extremely,Extremely,Extremely,Extremely,Very,Very,Very,Somewhat,Somewhat,Not at all,1 to 3 times,1 to 3 times,Never,Never,Never,Never,Female,Strongly disagree,Moderate impact,2,ON,AUG
2124,5,3,"Federal health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,1,2,1,2,Not at all,Somewhat,Very,Somewhat,Very,Very,Somewhat,Somewhat,Somewhat,Extremely,Very,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Male,Strongly disagree,No impact,2,ON,AUG
2125,7,4,"News outlets including local, national and international sources",Instagram,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,1,2,2,2,Extremely,Not at all,Extremely,Extremely,Extremely,Extremely,Somewhat,Somewhat,Extremely,Extremely,Somewhat,Not at all,Never,1 to 3 times,Never,Never,Never,Never,Female,Not working at a job or business,Minor impact,2,ON,AUG
2126,10,6,"Social media Help text: e.g., Facebook, Instagram, SnapChat, TikTok, Twitter, YouTube",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,1,1,1,1,1,1,2,1,1,2,Very,Very,Extremely,Very,Very,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Very,Somewhat,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly disagree,Moderate impact,1,NS,AUG
2127,5,3,"Provincial health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,1,1,1,1,1,1,1,2,2,Somewhat,Somewhat,Extremely,Very,Very,Extremely,Somewhat,Extremely,Very,Very,Very,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never or 5 times,Male,Strongly disagree,Minor impact,2,ON,AUG
2128,5,3,"News outlets including local, national and international sources",Facebook,Filled prescriptions,2,2,1,1,1,1,1,1,1,1,1,2,Very,Extremely,Extremely,Very,Somewhat,Somewhat,Not at all,Somewhat,Very,Very,Extremely,Somewhat,1 to 3 times,Never,Never,Never,Never,Never,Female,Neither agree nor disagree,Moderate impact,2,ON,AUG
2129,6,4,Federal daily announcements by public health and political leaders,Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,1,1,1,1,1,1,1,1,2,Very,9,Extremely,Extremely,Extremely,Extremely,Somewhat,Very,Very,Very,Somewhat,Extremely,Never,1 to 3 times,1 to 3 times,Never,Never,Never,Female,Strongly disagree,No impact,2,ON,MAY
2130,3,2,"Provincial health agency Help text: e.g., website, public service announcements",Facebook,Filled prescriptions,2,2,2,2,1,1,1,2,2,1,1,2,Somewhat,Not at all,Very,Somewhat,Extremely,Somewhat,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Never,Never,Never,Never,Never,Never,Male,Strongly disagree,No impact,2,ON,MAY
2131,5,3,Federal daily announcements by public health and political leaders,Facebook,Stocked up on essentials at a grocery store or pharmacy,1,1,2,1,1,1,1,1,2,2,1,2,Very,Extremely,Extremely,Very,Very,Extremely,Somewhat,Extremely,Very,Very,Extremely,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Disagree,Moderate impact,2,ON,MAY
2132,4,3,"News outlets including local, national and international sourcesFederal health agency Help text: e.g., website, public service announcements",TikTok,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,1,1,1,2,Somewhat,Somewhat,Very,Very,Somewhat,Very,Somewhat,Somewhat,Somewhat,Somewhat,Very,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Not working at a job or business,No impact,2,BC,MAY
2133,6,4,Federal daily announcements by public health and political leaders,Facebook,Filled prescriptions,2,2,2,1,1,1,1,2,2,2,2,2,Somewhat,Somewhat,Very,Somewhat,Somewhat,Very,Somewhat,Not at all,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Strongly agree,Major impact,1,ON,MAY
2134,6,4,Provincial daily announcements by public health and political leaders,Instagram,Stocked up on essentials at a grocery store or pharmacy,1,1,2,1,1,1,1,1,1,1,2,2,Somewhat,Somewhat,Very,Very,Very,Very,Somewhat,Not at all,Very,Very,Not at all,Not at all,1 to 3 times,Never,Never,Never,Never,1 to 3 times,Male,Disagree,No impact,2,AB,MAY
2135,5,3,Provincial daily announcements by public health and political leaders,Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,1,2,1,2,Very,Very,Very,Very,Very,Extremely,Very,Extremely,Very,Somewhat,Not at all,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Agree,Moderate impact,2,QC,MAY
2136,6,4,Health professionals,Facebook,Filled prescriptions,2,2,2,2,2,1,2,1,1,2,2,2,Somewhat,Very,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Agree,Moderate impact,2,BC,MAY
2137,2,2,"News outlets including local, national and international sources",Twitter,Stocked up on essentials at a grocery store or pharmacy,2,2,2,1,1,1,1,1,2,1,1,2,Not at all,Not at all,Extremely,Very,Extremely,Extremely,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Not at all,1 to 3 times,1 to 3 times,Never,Never,Never,Never,Female,Strongly disagree,No impact,2,ON,MAY
2138,2,2,"Social media Help text: e.g., Facebook, Instagram, SnapChat, TikTok, Twitter, YouTube",Instagram,Stocked up on essentials at a grocery store or pharmacy,1,1,2,2,1,1,1,1,2,2,1,1,Somewhat,Extremely,Extremely,Very,Very,Extremely,Not at all,Extremely,Extremely,Extremely,Extremely,Extremely,Never,Never,Never,Never,Never,Never,Female,Strongly disagree,No impact,2,ON,MAY
2139,4,3,"Social media Help text: e.g., Facebook, Instagram, SnapChat, TikTok, Twitter, YouTube",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,1,1,1,1,1,1,1,1,2,2,2,Somewhat,Very,Extremely,Extremely,Extremely,Extremely,Somewhat,Very,Very,Very,Somewhat,Not at all,Never,Never,Never,Never,Never,Never,Female,Strongly disagree,Minor impact,2,ON,MAY
2140,6,4,Federal daily announcements by public health and political leaders,Instagram,Stocked up on essentials at a grocery store or pharmacy,2,2,1,2,1,1,1,1,1,2,1,2,Very,Very,Very,Very,Very,Extremely,Very,Very,Somewhat,Somewhat,Somewhat,Not at all,Never,1 to 3 times,1 to 3 times,Never,Never,Never,Male,Strongly disagree,No impact,2,NS,MAY
2141,10,6,Provincial daily announcements by public health and political leaders,Instagram,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,1,2,2,2,Somewhat,Extremely,Extremely,Very,Somewhat,Very,Very,Very,Very,Very,Very,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly agree,Major impact,2,ON,MAY
2142,7,4,"News outlets including local, national and international sources",Snapchat,Stocked up on essentials at a grocery store or pharmacy,2,2,2,1,1,1,1,1,1,1,1,2,Very,Very,Extremely,Extremely,Extremely,Extremely,Somewhat,Very,Very,Somewhat,Somewhat,Not at all,1 to 3 times,9,9,9,9,9,Female,Agree,Minor impact,2,ON,MAY
2143,2,2,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,1,1,1,1,1,2,2,1,2,Somewhat,Extremely,Extremely,Somewhat,Somewhat,Very,Somewhat,Somewhat,Very,Very,Very,Very,1 to 3 times,Never,Never,1 to 3 times,Never,1 to 3 times,Female,Strongly disagree,No impact,1,QC,MAY
2144,10,6,Provincial daily announcements by public health and political leaders,Facebook,Filled prescriptions,1,2,2,1,1,1,1,1,1,2,2,2,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Very,Somewhat,Very,Very,Very,Not at all,Never,Never,1 to 3 times,Never,Never,Never,Female,Not working at a job or business,Major impact,2,ON,MAY
2145,10,6,"News outlets including local, national and international sources",Instagram,Stocked up on essentials at a grocery store or pharmacy,1,2,1,1,1,1,1,1,2,1,1,2,Very,Very,Extremely,Very,Somewhat,Extremely,Not at all,Somewhat,Somewhat,Not at all,Somewhat,Not at all,Never,1 to 3 times,Never,Never,Never,Never,Male,Strongly disagree,No impact,2,ON,MAY
2146,10,6,"News outlets including local, national and international sourcesFederal health agency Help text: e.g., website, public service announcements",Instagram,Stocked up on essentials at a grocery store or pharmacy,1,2,2,1,1,1,1,1,1,2,2,2,Extremely,Extremely,9,9,9,Extremely,9,9,9,9,Extremely,9,Never,Never,9,9,9,9,Male,Not working at a job or business,Too soon to tell,1,ON,MAY
2147,10,6,"News outlets including local, national and international sources",Facebook,Filled prescriptions,2,2,1,2,1,1,1,1,2,1,1,2,Somewhat,Very,Very,Very,Very,Very,Very,Very,Very,Very,Somewhat,Not at all,1 to 3 times,Never,Never,Never,Never,1 to 3 times,Female,Neither agree nor disagree,Minor impact,2,BC,MAY
2148,9,5,Health professionals,Snapchat,Stocked up on essentials at a grocery store or pharmacy,2,1,1,1,1,1,1,1,1,2,1,2,Not at all,Not at all,Extremely,Very,Very,Extremely,Not at all,Very,Not at all,Not at all,Not at all,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly disagree,No impact,2,ON,MAY
2149,8,5,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,1,1,1,1,1,2,2,2,1,2,Very,Very,Very,Very,Somewhat,Extremely,Very,Very,Very,Very,Not at all,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Male,Disagree,Minor impact,2,SK,MAY
2150,4,3,Provincial daily announcements by public health and political leaders,Instagram,Stocked up on essentials at a grocery store or pharmacy,2,2,1,1,1,1,1,1,1,1,1,2,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Very,Very,Very,Somewhat,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Male,Strongly disagree,Minor impact,9,NU,MAY
2151,4,3,"Social media Help text: e.g., Facebook, Instagram, SnapChat, TikTok, Twitter, YouTube",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,1,1,1,1,1,1,2,2,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Very,Very,Somewhat,Not at all,1 to 3 times,Never,Never,Never,Never,1 to 3 times,Female,Strongly agree,Major impact,2,BC,MAY
2152,6,4,"Provincial health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,1,1,2,1,1,1,1,1,1,2,1,Somewhat,Very,Very,Somewhat,Somewhat,Very,Very,Somewhat,Very,Very,Very,Not at all,Never,Never,Never,Never,Never,Never,Female,Not working at a job or business,Minor impact,1,ON,MAY
2153,2,2,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,1,2,1,1,1,1,1,1,2,1,1,Somewhat,Not at all,Extremely,Very,Very,Very,Very,Not at all,Somewhat,Somewhat,Not at all,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Agree,Moderate impact,2,BC,MAY
2154,6,4,"News outlets including local, national and international sources",Instagram,Stocked up on essentials at a grocery store or pharmacy,1,2,2,1,1,1,1,1,1,1,1,2,Somewhat,Very,Very,Very,Somewhat,Extremely,Not at all,Somewhat,Somewhat,Very,Somewhat,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Male,Strongly disagree,Major impact,2,ON,MAY
2155,4,3,Health professionals,Facebook,Filled prescriptions,2,2,2,2,2,1,1,1,2,2,2,2,Somewhat,Very,Very,Very,Very,Very,Extremely,Somewhat,Extremely,Extremely,Extremely,Extremely,1 to 3 times,Never,Never,Never,Never,Daily or more,Female,Strongly disagree,Minor impact,2,QC,MAY
2156,3,2,Federal daily announcements by public health and political leaders,Snapchat,Stocked up on essentials at a grocery store or pharmacy,2,2,2,1,1,1,1,1,1,2,2,2,Somewhat,Somewhat,Very,Very,Very,Extremely,Very,Somewhat,Very,Very,Very,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Not working at a job or business,No impact,1,ON,MAY
2157,3,2,Federal daily announcements by public health and political leaders,Instagram,Stocked up on essentials at a grocery store or pharmacy,2,1,2,1,1,1,1,1,1,1,2,2,Not at all,Very,Very,Very,Somewhat,Extremely,Not at all,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly agree,Moderate impact,2,ON,MAY
2158,7,4,"News outlets including local, national and international sourcesFederal health agency Help text: e.g., website, public service announcements",Facebook,Filled prescriptions,2,1,2,2,1,1,1,1,1,1,2,1,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Somewhat,Extremely,Extremely,Somewhat,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Neither agree nor disagree,Major impact,1,AB,MAY
2159,6,4,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,1,1,1,1,1,1,1,2,1,2,Somewhat,Somewhat,Very,Not at all,Not at all,Somewhat,Not at all,Somewhat,Somewhat,Somewhat,Very,Very,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Strongly disagree,Too soon to tell,2,ON,AUG
2160,4,3,"News outlets including local, national and international sourcesNews outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,1,1,1,1,1,1,2,2,Somewhat,Somewhat,Very,Somewhat,Very,Very,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Agree,Moderate impact,2,BC,AUG
2161,5,3,Provincial daily announcements by public health and political leaders,Facebook,Stocked up on essentials at a grocery store or pharmacy,1,1,2,1,1,1,1,1,1,2,1,2,Somewhat,Somewhat,Very,Very,Extremely,Extremely,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Strongly disagree,Minor impact,2,BC,AUG
2162,1,1,"Provincial health agency Help text: e.g., website, public service announcements",Twitter,Stocked up on essentials at a grocery store or pharmacy,1,2,2,1,1,1,1,1,1,1,1,2,Somewhat,Somewhat,Very,Very,Somewhat,Extremely,Not at all,Somewhat,Not at all,Not at all,Very,Somewhat,1 to 3 times,Never,Never,Never,Never,Never,Female,Not working at a job or business,Minor impact,2,SK,AUG
2163,6,4,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,1,2,1,1,1,1,1,1,1,2,Somewhat,Somewhat,Extremely,Somewhat,Somewhat,Very,Somewhat,Somewhat,Somewhat,Somewhat,Very,Not at all,1 to 3 times,1 to 3 times,Never,Never,Never,Never,Male,Strongly agree,Major impact,2,ON,AUG
2164,2,2,"News outlets including local, national and international sourcesNews outlets including local, national and international sources",Instagram,Filled prescriptions,1,2,2,2,1,1,1,1,1,2,1,2,Very,Very,Very,Very,Extremely,Extremely,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,1 to 3 times,Never,Never,Never,Never,Female,Strongly disagree,Minor impact,2,PE,AUG
2165,7,4,Provincial daily announcements by public health and political leaders,Instagram,Filled prescriptions,2,1,1,1,1,1,1,1,1,2,2,2,Somewhat,Somewhat,Very,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Very,Somewhat,Very,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly disagree,No impact,2,ON,AUG
2166,9,5,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,1,1,1,1,1,1,1,1,2,Very,Very,Very,Very,Very,Extremely,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,1 to 3 times,Never,Never,Never,Never,Female,Strongly agree,Moderate impact,1,ON,AUG
2167,5,3,"Federal health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,1,1,1,1,1,1,1,2,Very,Very,Extremely,Extremely,Extremely,Extremely,Very,Very,Very,Very,Very,Not at all,1 to 3 times,Never,Never,Never,Never,Never or 5 times,Male,Neither agree nor disagree,Minor impact,2,NS,AUG
2168,7,4,"Family, friends or colleagues",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,1,1,1,1,1,1,1,2,1,1,Somewhat,Somewhat,Extremely,Extremely,Extremely,Extremely,Very,Somewhat,Somewhat,Very,Very,Not at all,1 to 3 times,1 to 3 times,Never,Never,Never,Never,Female,Agree,Moderate impact,2,ON,AUG
2169,3,2,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,1,2,1,1,1,1,1,1,2,1,2,Very,Extremely,Extremely,Very,Very,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Very,Very,1 to 3 times,Never,Never,Never,Never,Never,Female,Disagree,Minor impact,2,ON,AUG
2170,9,5,Provincial daily announcements by public health and political leaders,Instagram,Filled prescriptions,2,2,2,1,1,1,2,1,1,2,1,2,Somewhat,9,Extremely,Very,Very,Extremely,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,9,9,9,9,9,Female,Agree,Too soon to tell,2,ON,AUG
2171,10,6,Provincial daily announcements by public health and political leaders,Instagram,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,1,2,1,2,Somewhat,Somewhat,Very,Somewhat,Somewhat,Very,Not at all,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Daily or more,Never,Never,Never,Never,Never,Male,Not working at a job or business,Too soon to tell,2,QC,AUG
2172,7,4,Provincial daily announcements by public health and political leaders,Facebook,Filled prescriptions,2,2,2,2,1,1,1,1,1,1,2,2,Very,Very,Very,Very,Very,Very,Somewhat,Very,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Male,Neither agree nor disagree,Moderate impact,1,QC,AUG
2173,7,4,"Social media Help text: e.g., Facebook, Instagram, SnapChat, TikTok, Twitter, YouTube",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,1,1,1,1,1,1,1,2,2,Extremely,Extremely,Extremely,Very,Very,Very,Somewhat,Very,Somewhat,Somewhat,Very,Not at all,1 to 3 times,Never,Never,Never,Never,Never or 5 times,Female,Strongly agree,Major impact,2,NS,AUG
2174,5,3,Federal daily announcements by public health and political leaders,Instagram,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,1,1,2,2,Somewhat,Somewhat,Somewhat,Very,Very,Very,Somewhat,Not at all,Somewhat,Somewhat,Not at all,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly agree,Major impact,2,ON,AUG
2175,7,4,Provincial daily announcements by public health and political leaders,Instagram,Stocked up on essentials at a grocery store or pharmacy,1,1,1,1,1,1,1,1,1,2,1,2,Somewhat,Extremely,Extremely,Very,Very,Extremely,Very,Somewhat,Not at all,Not at all,Somewhat,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly disagree,Minor impact,1,ON,AUG
2176,9,5,Provincial daily announcements by public health and political leaders,Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,1,1,1,1,1,1,2,2,Extremely,Extremely,Very,Extremely,Extremely,Extremely,Very,Very,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,9,9,9,9,9,Female,Strongly agree,Too soon to tell,2,BC,AUG
